Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2011,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,20
2011,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,34
2011,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2011,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,23
2011,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2011,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,10
2011,5,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,5,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,28
2011,5,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2011,5,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,61
2011,5,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2011,5,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,23
2011,5,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,76
2011,5,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,240
2011,5,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,3
2011,5,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2011,5,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,259
2011,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2011,6,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2011,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,23
2011,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,43
2011,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2011,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,25
2011,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2011,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,11
2011,6,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,36
2011,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2011,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,63
2011,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2011,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,24
2011,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,62
2011,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2011,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,194
2011,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,4
2011,6,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,9
2011,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,281
2011,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2011,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,25
2011,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,39
2011,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2011,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,31
2011,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2011,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,12
2011,7,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,32
2011,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2011,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,50
2011,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,13
2011,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,22
2011,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,49
2011,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2011,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,264
2011,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,7
2011,7,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2011,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,5
2011,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,260
2011,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2011,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2011,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,10
2011,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,31
2011,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,42
2011,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,1
2011,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,25
2011,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2011,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,16
2011,8,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,29
2011,8,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2011,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,36
2011,8,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,14
2011,8,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,26
2011,8,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,50
2011,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2011,8,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,191
2011,8,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,1
2011,8,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2011,8,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2011,8,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,253
2011,9,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2011,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,25
2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,51
2011,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2011,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,31
2011,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2011,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,17
2011,9,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,27
2011,9,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2011,9,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,34
2011,9,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,1
2011,9,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,21
2011,9,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,57
2011,9,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,165
2011,9,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,3
2011,9,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2011,9,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,5
2011,9,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,252
2011,10,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2011,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2011,10,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,7
2011,10,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,26
2011,10,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,46
2011,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2011,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,34
2011,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,11
2011,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,15
2011,10,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,2
2011,10,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,25
2011,10,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2011,10,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,33
2011,10,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2011,10,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,22
2011,10,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,39
2011,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2011,10,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,182
2011,10,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2011,10,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2011,10,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2011,10,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,264
2011,11,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,10
2011,11,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,27
2011,11,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,62
2011,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2011,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,19
2011,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2011,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,13
2011,11,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,3
2011,11,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,26
2011,11,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2011,11,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,65
2011,11,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,12
2011,11,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,41
2011,11,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,41
2011,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2011,11,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,198
2011,11,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2011,11,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,4
2011,11,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,256
2011,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2011,12,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,3
2011,12,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2011,12,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,32
